no,a2,a3,a4,a5,a6,a7,v1_1,v1_2,v1_3,v1_4,v1_5,v1_o,v2,v3,v4_1,v4_2,v4_3,v4_o,v5_1,v5_2,v5_3,v5_4,v5_5,v5_6,v5_o,v6_1,v6_2,v6_3,v6_4,v6_o,v7,v8_1,v8_2,v8_3,v8_4,v8_5,v8_o,v9_1,v9_2,v9_3,v9_o,v10_1,v10_2,v10_3,v10_4,v10_5,v10_o,v11,v12_1,v12_2,v12_3,v12_4,v12_o,v13_1,v13_2,v13_3,v13_4,v13_o,v14_1,v14_2,v14_3,v14_4,v14_5,v14_6,v14_o,v15_1,v15_2,v15_3,v15_4,v15_5,v15_6,v15_o
1045,2,2,2,18,3,1,6, , , , , ,1,9,1, , , ,1,2,4, , , , ,7, , , , ,3, , , , , , , , , , ,2,3, , , , ,10,2,3,4, , ,2,4, , , ,1,2,3, , , , ,2,4, , , , , 
30,2,3,2,18,2,2,3,4,5, , , ,1,10,1,2, , ,4,5,6, , , , ,7, , , , ,4,4, , , , , ,1,2,5, ,2,3,4, , , ,7,2,3,5, , ,2,3,4, , ,2,3,5, , , , ,5, , , , , , 
42,2,1,1,8,1,2,1,7, , , , ,1,7,5, , , ,2,4, , , , , ,7, , , , ,3, , , , , , , , , , ,2, , , , , ,5,3, , , , ,1,2, , , ,1,5, , , , , ,1,3, , , , , 
76,2,3,3,2,1,2,1,5,7, , , ,2, , , , , ,4,6, , , , , ,7, , , , ,4,1, , , , , ,6, , ,聽音樂,2,3,4, , , ,8,3, , , , ,2,3,5, , ,3,4,6, , , , ,2,3,6, , , , 
98,2,2,3,8,1,2,1,2,7, , , ,2, , , , , ,1,2,4, , , , ,7, , , , ,3, , , , , , , , , , ,2,4, , , , ,8,1,2, , , ,1, , , , ,1,3, , , , , ,1,3,6, , , , 
129,2,2,3,14,2,2,7, , , , , ,1,8,1, , , ,2,3,6, , , , ,7, , , , ,3, , , , , , , , , , ,2, , , , , ,7,2,4, , , ,1, , , , ,1,4, , , , , ,2,3,6, , , , 
161,2,2,3,5,1,2,1,2,3, , , ,2, , , , , ,1,2,5, , , , ,7, , , , ,4,1,4, , , , ,1,2,5, ,2,3,5, , , ,5,1,2,6, , ,1,2, , , ,4, , , , , , ,3,5,6, , , , 
187,2,2,2,5,3,2,2,7, , , , ,1,7,1,5, , ,2,4,5, , , , ,7, , , ,以上皆非,3, , , , , , , , , , ,2,3, , , , ,5,2,3, , , ,1,2, , , ,1,2,4, , , , ,1,5,6, , , , 
323,2,2,3,5,2,2,2,3,4, , , ,1,7,1,5, , ,2,6, , , , , ,7, , , , ,3, , , , , , , , , , ,2,5, , , , ,7,3, , , , ,1, , , , ,1,7, , , , , ,3,5, , , , , 
580,2,3,1,8,2,2,3, , , , , ,1,10,1, , , ,1,6, , , , , ,7, , , ,以上皆非。,2, , , , , , , , , , ,2, , , , , ,7,2, , , , ,1, , , , ,1,3, , , , , ,1,3, , , , , 
636,2,2,3,5,3,2,1, , , , , ,1,10,5, , , ,4,5, , , , , ,7, , , , ,2, , , , , , , , , , ,2, , , , , ,8,6, , , , ,4, , , , ,5, , , , , , ,1,3, , , , , 
1073,2,2,3,2,2,2,3,6,7, , , ,1,8,1,3, , ,1,2,6, , , , ,7, , , , ,2, , , , , , , , , , ,2,5, , , , ,6,1,2, , , ,2,5, , , ,1,5, , , , , ,1,2, , , , , 
158,2,2,3,2,1,3,1,4,5, , , ,1,7,3, , ,多放假,2,4,5, , , , ,7, , , , ,2, , , , , , , , , , ,2,3,4, , , ,7,3, , , , ,5, , , , ,1,4, , , , , ,3,4, , , , , 
226,2,3,3,8,2,3,2,3, , , , ,1,6,4, , , ,2, , , , , , ,7, , , , ,2, , , , , , , , , , ,2,3,5, , , ,6,9, , , ,上述都不會焦慮,5, , , , ,2,3,4, , , , ,2,3,6, , , , 
278,2,2,3,12,2,3,1,4,7, , , ,1,8,1, , , ,1,2,5, , , , ,7, , , ,沒有,3, , , , , , , , , , ,2, , , , , ,7,9, , , ,上述都不會,2, , , , ,1,2,6, , , , ,1, , , , , , 
359,2,3,4,5,3,3,3,6,7, , , ,2, , , , , ,1,2,6, , , , ,7, , , , ,3, , , , , , , , , , ,2,3,4, , , ,7,2, , , , ,2, , , , ,1,2,5, , , , ,1,2,5, , , , 
401,2,1,3,3,1,3,3,7, , , , ,2, , , , , ,1,3,6, , , , ,7, , , , ,2, , , , , , , , , , ,2,3,5, , , ,7,1, , , , ,1,2,4, , ,1,4,5, , , , ,1,2,3, , , , 
449,2,1,1,16,3,3,2, , , , , ,1,9,7, , ,沒有,5, , , , , , ,7, , , , ,3, , , , , , , , , , ,2,3, , , , ,5,7, , , ,沒有工作,2, , , , ,4,5, , , , , ,1, , , , , , 
462,2,3,3,18,2,3,1,7, , , , ,1,7,1, , , ,2,6, , , , , ,7, , , , ,1, , , , , , , , , , ,2,3, , , , ,7,2, , , , ,1,2, , , ,1,2, , , , , ,1,3, , , , , 
553,2,2,2,16,1,3,1, , , , , ,1,9,2, , , ,6, , , , , , ,7, , , , ,2, , , , , , , , , , ,2,5, , , , ,8,1,2, , , ,1,2, , , ,1,5, , , , , ,2, , , , , , 
1083,2,3,3,5,3,3,1,3,5, , , ,1,8,3,4, , ,6, , , , , , ,7, , , , ,2, , , , , , , , , , ,2,3,5, , , ,8,1,2,3, , ,1,2,4, , ,2,7, , , , , ,3,4, , , , , 
497,2,1,1,13,1,4,2,3,7, , , ,1,8,1, , , ,6, , , , , , ,7, , , , ,3, , , , , , , , , , ,2,3,5, , , ,5,3, , , , ,1,3,5, , ,2,4,6, , , , ,2, , , , , , 
627,1,3,3,2,2,1,2,3,7, , , ,2, , , , , ,8, , , , , , ,8, , , , ,5,12, , , , ,以上皆是,1,2,4, ,2,3,5, , , ,7,2,3,6, , ,1,2,5, , ,2,3,6, , , , ,1,2,3, , , , 
803,1,3,3,11,1,1,2,4,7, , , ,2, , , , , ,2,4,6, , , , ,8, , , , ,3, , , , , , , , , , ,2,3, , , , ,7,3,6, , , ,2,5, , , ,1,3,5, , , , ,1,5,6, , , , 
1097,1,2,3,11,2,1,1,4,7, , , ,2, , , , , ,8, , , , , , ,8, , , , ,4,1, , , , , ,1,4,5, ,2,3,5, , , ,7,1,6, , , ,1, , , , ,1,2, , , , , ,1,2,6, , , , 
59,1,2,1,11,1,2,1,3, , , , ,2, , , , , ,8, , , , , , ,8, , , , ,3, , , , , , , , , , ,2,4, , , , ,5,6, , , , ,1,2, , , ,5, , , , , , ,6, , , , , , 
459,1,3,3,11,2,2,1,3,4, , , ,2, , , , , ,4, , , , , , ,8, , , , ,4,4,5,7, , , ,1,4,5, ,2,3,5, , , ,7,1,4,6, , ,1,2,5, , ,1,4,7, , , , ,1,3,5, , , , 
777,1,2,3,11,2,3,3,7, , , ,找其他所學以外的工作,2, , , , , ,8, , , , , , ,8, , , , ,4,4, , , , , ,1,4, ,按部就班做好自己該做事情,2,3,5, , , ,6,7, , , ,待聯絡,1,2,5, , ,1,2,5, , , , ,1,4,6, , , , 
652,2,3,4,9,1,1,2, , , , , ,2, , , , , ,8, , , , , , ,8, , , , ,3, , , , , , , , , , ,2, , , , , ,7,2, , , , ,2, , , , ,1, , , , , , ,2,6, , , , , 
1060,2,3,3,11,2,1,1,3, , , , ,2, , , , , ,8, , , , , , ,8, , , , ,4,4, , , , , ,4, , , ,2,5, , , , ,7,1, , , , ,1, , , , ,1,5, , , , , ,1,3, , , , , 
51,2,3,3,18,1,2,2,6,7, , , ,2, , , , , ,1,4,6, , , , ,8, , , , ,3, , , , , , , , , , ,2,3,4, , , ,6,2,3,4, , ,2,4,5, , ,1,2,3, , , , ,1,2,3, , , , 
216,2,2,3,5,1,2,3,4,7, , , ,1,5,2,4,5, ,2,6, , , , , ,8, , , , ,3, , , , , , , , , , ,2,3,4, , , ,5,2,3,6, , ,1,2,5, , ,2,3,5, , , , ,1,3,6, , , , 
286,2,2,3,3,1,2,1,2,7, , , ,2, , , , , ,2,5, , , , , ,8, , , , ,3, , , , , , , , , , ,2, , , , , ,6,1, , , , ,2, , , , ,2,6, , , , , ,1,4, , , , , 
781,2,3,4,11,1,2,3,4,7, , , ,2, , , , , ,1, , , , , , ,8, , , , ,4,1,4, , , , ,1,4,5, ,2,3,5, , , ,7,1, , , , ,1, , , , ,1,2,6, , , , ,1,3,5, , , , 
397,2,2,4,11,1,3,3,4,7, , , ,2, , , , , ,8, , , , , , ,8, , , , ,3, , , , , , , , , , ,2,3, , , , ,6,1,3, , , ,1,2, , , ,2,3,4, , , , ,1,2, , , , , 
227,2,2,3,13,2,3,1,2,7, , , ,1,6,1, , , ,1,4, , , , , ,13, , , ,休假太少,2, , , , , , , , , , ,2,3,5, , , ,7,3, , , , ,1,2,3, , ,3,4,5, , , , ,1,3,4, , , , 
186,1,3,3,11,2,1,2,3, , , , ,2, , , , , ,5, , , , , , ,1, , , , ,5,1, , , , , ,1,4, , ,3,5, , , , ,6,3, , , , ,1,2,3, , ,1,2, , , , , ,1, , , , , , 
221,1,2,3,7,2,1,1,2, , , , ,1,8,6, , ,制度上,4,5, , , , , ,1,2, , , ,4,1, , , , , ,4, , , ,3, , , , , ,6,1, , , , ,4, , , , ,1,4, , , , , ,1,6, , , , , 
255,1,3,3,5,3,1,2,4, , , , ,2, , , , , ,2,4,5, , , , ,1,4,5, , ,4,1,3,5, , , ,1,2,4, ,3,4,5, , , ,8,3,4, , , ,1,2,3, , ,2,4,5, , , , ,1,3,5, , , , 
535,1,3,3,14,2,1,1,3,7, , , ,2, , , , , ,2,4,6, , , , ,1,4,5, , ,3, , , , , , , , , , ,3,4,5, , , ,3,1, , , , ,1,2, , , ,1,3,5, , , , ,1,2,5, , , , 
575,1,3,3,11,3,1,2,6,7, , , ,1,8,2,5, , ,1,2,6, , , , ,1,2,3, , ,2, , , , , , , , , , ,3,5, , , , ,7,3,4,6, , ,1,2, , , ,1,2,5, , , , ,1,3,5, , , , 
587,1,3,3,5,3,1,1,2,3, , , ,1,8,1,2,5, ,2,5,6, , , , ,1,2,3, , ,3, , , , , , , , , , ,3,4,5, , , ,7,1,2,3, , ,1,2,4, , ,1,2,4, , , , ,1,2, , , , , 
658,1,3,4,10,3,1,2,3,4, , , ,1,7,1,2, , ,2,6, , , , , ,1,4, , , ,1, , , , , , , , , , ,3,4, , , , ,7,1, , , , ,2, , , , ,1,4, , , , , ,1,2,5, , , , 
750,1,3,3,11,3,1,3,7, , , , ,1,8,1, , , ,1,6, , , , , ,1,4, , , ,4,7, , , , , ,1,2,4, ,3,4,5, , , ,6,2, , , , ,1,2,5, , ,3,5,7, , , , ,1,2, , , , , 
836,1,3,3,11,2,1,1,2,3, , , ,2, , , , , ,1,2, , , , , ,1,3,6, , ,4,1,3,4, , , ,1, , , ,3,5, , , , ,7,3,5,6, , ,1,2,5, , ,1,2, , , , , ,1,3,4, , , , 
849,1,3,3,11,2,1,2,3, , , , ,1,7,1,2,4, ,1,2,3, , , , ,1,2, , , ,3, , , , , , , , , , ,3,4, , , , ,7,1,2,6, , ,1,2, , , ,2,3,5, , , , ,4,5,6, , , , 
897,1,3,3,5,3,1,2,3,4, , , ,2, , , , , ,1,2,6, , , , ,1,2,3, , ,3, , , , , , , , , , ,3,4,5, , , ,6,3,4,5, , ,1,2,5, , ,4,5,6, , , , ,1,2,6, , , , 
930,1,2,3,10,2,1,7, , , , , ,2, , , , , ,1,5, , , , , ,1, , , , ,1, , , , , , , , , , ,3, , , , , ,10,4, , , , ,1,4, , , ,1,2,7, , , , ,1,2,5, , , , 
934,1,2,3,5,2,1,1,6,7, , , ,2, , , , , ,6, , , , , , ,1, , , ,慣老闆,3, , , , , , , , , , ,3,4, , , ,校友工作機會介紹,8,2,6,7, , ,2,4,5, , ,1,2,4, , , , ,1,3,5, , , , 
938,1,3,4,5,2,1,3,6,7, , , ,1,6,7, , ,不知道,1,6, , , , , ,1,5,6, , ,5,5, , , , ,獨立作業擔心學太慢,4, , , ,3,5, , , , ,8,3, , , , ,1,2, , , ,1,2,3, , , , ,1,5,6, , , , 
994,1,3,4,11,2,1,3, , , , , ,1,8,1, , , ,1,5, , , , , ,1, , , , ,3, , , , , , , , , , ,3,4, , , , ,7,1,2, , , ,1,2, , , ,1,2, , , , , ,1,3, , , , , 
1074,1,3,3,5,2,1,1,4,7, , , ,1,6,1,2,4, ,1,2,5, , , , ,1,2,3, , ,4,1,4,5, , , ,2,4,5, ,3,4,5, , , ,7,1,4,5, , ,1,3,4, , ,1,2,3, , , , ,1,2,6, , , , 
1080,1,3,3,8,3,1,3,4,7, , , ,2, , , , , ,1,2,4, , , , ,1,2, , , ,4,1, , , , , ,1, , , ,3,4,5, , , ,3,1,2,6, , ,1,2, , , ,1,5,7, , , , ,1,2,5, , , , 
231,1,3,3,4,3,2,1,7, , , , ,1,9,2, , , ,4,6, , , , , ,1,3, , , ,4,4, , , , , ,3,5, , ,3, , , , , ,3,5, , , , ,1,2,3, , ,2,3, , , , , ,1,2, , , , , 
261,1,3,3,8,3,2,3,6,7, , , ,2, , , , , ,2,3,4, , , , ,1,4,6, , ,4,4,7, , , , ,4,5, , ,3,5, , , , ,6,3, , , , ,1,2,4, , ,1,2,5, , , , ,1,2,3, , , , 
299,1,3,3,3,3,2,1,4,7, , , ,2, , , , , ,4, , , , , , ,1,3, , , ,4,3,4,7, , , ,7, , ,運動,3,5, , , , ,5,2,5, , , ,2, , , , ,1,2,5, , , , ,3,5, , , , , 
336,1,2,3,5,2,2,1,4,7, , , ,1,7,4, , , ,4,5,6, , , , ,1,6, , , ,3, , , , , , , , , , ,3,4, , , , ,5,4, , , , ,2, , , , ,6,7, , , , , ,1,4,6, , , , 
378,1,3,3,8,3,2,1,3,7, , , ,1,8,1,5, , ,1,5,6, , , , ,1,6, , , ,4,1,4,7, , , ,1,2,4, ,3,5, , , , ,6,2,3,6, , ,1,2,3, , ,1,2,3, , , , ,1,2,5, , , , 
448,1,2,3,11,2,2,1,2, , , , ,1,7,1, , , ,1,2,4, , , , ,1,2, , , ,3, , , , , , , , , , ,3,5, , , , ,5,3,6, , , ,2, , , , ,2,6, , , , , ,1,4, , , , , 
635,1,3,3,9,3,3,2,3,4, , , ,2, , , , , ,3,4,5, , , , ,1,2,3, , ,4,3,4,6, , , ,1,4,5, ,3,4,5, , , ,7,4,5,6, , ,1,2,4, , ,1,2,4, , , , ,2,3,5, , , , 
659,1,3,4,11,3,3,2,3, , , , ,1,4,1,3, , ,7, , , , , , ,1,2, , , ,4,5,6, , , , ,2,4, , ,3,5, , , , ,5,2,4,6, , ,2,4, , , ,2,5,6, , , , ,1,5,6, , , , 
820,1,2,3,16,1,3,1,4, , , , ,2, , , , , ,5,6, , , , , ,1, , , , ,2, , , , , , , , , , ,3, , , , , ,8,6, , , , ,1,2,5, , ,2, , , , , , ,1,3,4, , , , 
869,1,2,3,3,3,3,1,5,6, , , ,1,8,1, , , ,1,4, , , , , ,1, , , , ,4,1,4,7, , , ,1,4,7,運動,3,4,5, , , ,7,2,5, , , ,1,2,5, , ,1,5,6, , , , ,1,6, , , , , 
92,1,2,3,18,1,4,1,2,6, , , ,2, , , , , ,1,2,6, , , , ,1,4,5, , ,3, , , , , , , , , , ,3, , , , , ,7,3,6, , , ,1,3,5, , ,1,3,5, , , , ,1,2,6, , , , 
133,1,3,2,5,3,4,10, , , , ,沒有準備,1,3,1,2,3, ,7, , , , , , ,1,2,4, , ,3, , , , , , , , , , ,3,4, , , , ,6,9, , , ,沒有,1,2,5, , ,1,2,6, , , , ,1,2,5, , , , 
150,1,3,3,5,3,4,1,2,7, , , ,1,8,4, , , ,1,5, , , , , ,1, , , , ,4,7, , , , , ,4,5, , ,3,5, , , , ,6,2,6, , , ,1,2, , , ,4,6,7, , , , ,4,6, , , , , 
151,1,2,3,8,3,4,2,6,7, , , ,1,7,1,2,5, ,2,5,6, , , , ,1,4,5, , ,4,7, , , , , ,1,4,5, ,3,4,5, , , ,5,2,3,6, , ,1,2,3, , ,2,4,5, , , , ,2,4,5, , , , 
36,2,3,3,18,3,1,2,4,7, , , ,2, , , , , ,3,4,6, , , , ,1,2,3, , ,4,1,4,5, , , ,2, , , ,3,4,5, , , ,5,1,4,6, , ,1,2,5, , ,1,3,5, , , , ,1,2,4, , , , 
434,2,3,3,18,3,1,4, , , , , ,2, , , , , ,1, , , , , , ,1, , , , ,3, , , , , , , , , , ,3, , , , , ,5,4,5,6, , ,3, , , , ,4,7, , , , , ,6, , , , , , 
441,2,3,3,4,2,1,5,7, , , , ,1,4,1,4,5, ,4,5,6, , , , ,1,2,5, , ,5,1,4,7, , , ,1, , , ,3,4,5, , , ,1,2, , , , ,2,3,5, , ,2,3,4, , , , ,2,5,6, , , , 
546,2,3,3,1,3,1,6,7, , , , ,2, , , , , ,2,4, , , , , ,1, , , , ,4,4,6, , , , ,1,3, , ,3,4, , , , ,7,5,6, , , ,2,5, , , ,1,5, , , , , ,1,6, , , , , 
559,2,3,3,16,3,1,3, , , , , ,2, , , , , ,1,2, , , , , ,1, , , , ,4,1, , , , , ,1, , , ,3,5, , , , ,6,3,4, , , ,6, , , , ,2,3,5, , , , ,1,2,4, , , , 
683,2,3,3,18,3,1,2,3,7, , , ,2, , , , , ,3,4,6, , , , ,1,4, , , ,3, , , , , , , , , , ,3,4,5, , , ,7,1,3,6, , ,1,2,4, , ,2,3,4, , , , ,2,3,6, , , , 
709,2,3,3,18,3,1,2,3,4, , , ,1,6,2,4, , ,2,4, , , , , ,1,3, , , ,1, , , , , , , , , , ,3,4, , , , ,8,3,6, , , ,1,2, , , ,1,2,3, , , , ,1,2,3, , , , 
728,2,3,3,5,3,1,7, , , , , ,2, , , , , ,2,4,6, , , , ,1, , , , ,3, , , , , , , , , , ,3, , , , , ,8,9, , , ,沒有,1,2, , , ,1,2,4, , , , ,1,3,6, , , , 
764,2,3,3,2,3,1,2,7, , , , ,1,5,1,12, ,跟同事互動良好,7, , , , , , ,1,2, , , ,3, , , , , , , , , , ,3, , , , , ,5,1, , , , ,2, , , , ,1,5, , , , , ,2,6, , , , , 
771,2,2,3,2,2,1,1,5,7, , , ,2, , , , , ,5, , , , , , ,1,3, , , ,5,4,6, , , ,擔心同事間會比較,1,4, , ,3,5, , , , ,5,6, , , , ,5, , , , ,1,5, , , , , ,2,5, , , , , 
782,2,2,3,9,3,1,1,3,4, , , ,2, , , , , ,1,5,6, , , , ,1,2, , ,交通不便,4,4,5,7, , , ,1,5, , ,3,4,5, , , ,3,1,3,6, , ,1,2,3, , ,2,6,7, , , , ,1,2,6, , , , 
841,2,2,3,5,3,1,3,4,7, , , ,2, , , , , ,3,6, , , , , ,1, , , , ,2, , , , , , , , , , ,3,5, , , , ,6,4, , , , ,1, , , , ,3,6,7, , , , ,1,5, , , , , 
986,2,3,3,1,3,1,1,6,7, , , ,2, , , , , ,1,2, , , , , ,1,3,4, , ,4,1,4,6, , , ,1,2,4, ,3,5, , , , ,6,3,6, , , ,1,2,4, , ,2,4,5, , , , ,1,2,5, , , , 
1004,2,2,3,5,2,1,7, , , , , ,1,5,4, , , ,1, , , , , , ,1, , , , ,4,1, , , , , ,5, , , ,3, , , , , ,5,1, , , , ,2, , , , ,2, , , , , , ,1, , , , , , 
1008,2,3,3,18,2,1,3,7, , , , ,1,7,1,2, , ,6, , , , , , ,1,2,3, , ,4,4,6,7, , , ,1,5, , ,3,4,5, , , ,5,1,5, , , ,1,2, , , ,1,4,5, , , , ,1,2, , , , , 
1016,2,3,3,5,3,1,3,7, , , , ,1,8,7, , ,沒意見,2,5, , , , , ,1,3, , , ,3, , , , , , , , , , ,3,5, , , , ,7,3,4, , , ,2,3, , , ,1,2,6, , , , ,5,6, , , , , 
1027,2,3,4,5,3,1,3,6,7, , , ,1,7,1,4, , ,7, , , , , , ,1, , , , ,5,4,5,6, , , ,1,2,5, ,3,4,5, , , ,5,1,2, , , ,1,2,5, , ,1,2,6, , , , ,1,3,5, , , , 
1032,2,3,3,17,2,1,3,6,7, , , ,1,7,1,2,3, ,4,5,6, , , , ,1,3,5, , ,4,1,3,7, , , ,2,4, , ,3,4,5, , , ,9,1,2,5, , ,1,2,5, , ,1,4,5, , , , ,2,3,4, , , , 
20,2,3,3,8,3,2,2,3,7, , , ,2, , , , , ,1,2,5, , , , ,1,2,4, , ,4,1,4,7, , , ,2,4,5, ,3,4,5, , , ,5,1,2,3, , ,1,2,5, , ,2,5,7, , , , ,3,5,6, , , , 
24,2,3,4,5,2,2,1,2, , , , ,1,6,4,5, , ,1, , , , , , ,1,2, , , ,3, , , , , , , , , , ,3,5, , , , ,6,3, , , , ,2, , , , ,2,5, , , , , ,1,2,4, , , , 
90,2,2,3,5,1,2,2,3, , , , ,1,7,1,2,3, ,1,2,6, , , , ,1,2,3, , ,5,1,3,6, , , ,1,2, , ,3,4,5, , , ,6,3,6, , , ,1,2,5, , ,2,5,7, , , , ,1,2,6, , , , 
163,2,2,3,3,3,2,2,4,7, , , ,2, , , , , ,4,5,6, , , , ,1, , , , ,4,4,7, , , , ,1,2,4, ,3,4,5, , , ,7,2,3, , , ,1, , , , ,1,3,6, , , , ,1,5, , , , , 
245,2,2,3,2,3,2,1,3,7, , , ,1,4,2,4, , ,4,5, , , , , ,1,3,5, , ,4,1,4, , , , ,2, , , ,3, , , , , ,4,1,3,6, , ,1,2, , , ,5, , , , , , ,1,4, , , , , 
422,2,2,3,16,2,2,1,3,7, , , ,2, , , , , ,1,4,6, , , , ,1,4, , , ,4,1,4, , , , ,2,5, , ,3,5, , , , ,6,1, , , , ,2,3, , , ,1,2,6, , , , ,1,2,5, , , , 
154,2,3,2,18,2,3,3,6,7, , , ,1,7,1, , , ,1,3,4, , , , ,1,4, , , ,4,2,4,7, , , ,1,5, , ,3,4,5, , , ,5,1,2,4, , ,1,2,4, , ,1,2,4, , , , ,1,5,6, , , , 
201,2,1,1,8,1,3,1,2,4, , , ,2, , , , , ,1,2,4, , , , ,1,2,6, , ,3, , , , , , , , , , ,3,4,5, , , ,4,1,2,4, , ,1,2,5, , ,1,3,4, , , , ,2,3,4, , , , 
307,2,3,3,5,3,3,1,7, , , , ,1,7,1,2, , ,1,5, , , , , ,1,2,3, , ,3, , , , , , , , , , ,3, , , , , ,6,7, , , ,自己想辦法,2, , , , ,1,5, , , , , ,2,4,6, , , , 
348,2,3,3,8,2,3,1,2,3, , , ,2, , , , , ,4,6, , , , , ,1,6, , , ,4,11, , , , ,面試完都沒有通知,4, , , ,3,4, , , , ,5,6, , , , ,2, , , , ,2,3,4, , , , ,1,3, , , , , 
373,2,3,4,13,2,3,6,7, , , , ,1,9,3, , , ,2,4, , , , , ,1, , , , ,2, , , , , , , , , , ,3,4, , , , ,8,3, , , , ,2,5, , , ,7, , , , , , ,6, , , , , , 
460,2,1,1,16,1,3,1,2,7, , , ,1,7,3, , , ,2,3,4, , , , ,1, , , , ,2, , , , , , , , , , ,3, , , , , ,7,3, , , , ,2,3, , , ,1, , , , , , ,2,3, , , , , 
475,2,2,3,8,1,3,1,3,7, , , ,1,10,7, , ,沒有,3,6, , , , , ,1, , , , ,3, , , , , , , , , , ,3,4, , , , ,5,1,2, , , ,7, , , ,以上皆是,1,2,4, , , , ,3,5, , , , , 
906,2,2,2,9,2,3,4, , , , , ,1,5,1, , , ,2, , , , , , ,1, , , , ,2, , , , , , , , , , ,3, , , , , ,7,6, , , , ,1, , , , ,1,3,6, , , , ,1, , , , , , 
921,2,2,3,5,2,3,4,6,7, , , ,2, , , , , ,4,5, , , , , ,1,6, , , ,3, , , , , , , , , , ,3,5, , , , ,6,1,2, , , ,2, , , , ,1,7, , , , , ,1,3, , , , , 
928,2,2,3,8,2,3,3, , , , , ,2, , , , , ,4, , , , , , ,1, , , , ,3, , , , , , , , , , ,3, , , , , ,6,7, , , ,都還好。,1, , , , ,2,3,4, , , , ,1,3,5, , , , 
998,2,2,3,16,2,3,7, , , , , ,1,7,2, , , ,1,3,4, , , , ,1,3, , , ,3, , , , , , , , , , ,3,5, , , , ,7,3, , , , ,1,2,3, , ,1,3,5, , , , ,1,3,6, , , , 
999,2,1,1,16,2,3,4,5,7, , , ,1,8,2,4, , ,1,5,6, , , , ,1,3, , , ,4,1,3,4, , , ,1, , , ,3,4,5, , , ,2,3,4,6, , ,2, , , , ,3,4, , , , , ,2,3,6, , , , 
1062,2,2,3,13,2,3,1,2, , , , ,1,5,3,4, , ,1,2,5, , , , ,1,2, , , ,4,1,2,4, , , ,1,4,5, ,3,4,5, , , ,6,1,2,4, , ,1,2,5, , ,1,2,3, , , , ,1,2,3, , , , 
1064,2,2,1,12,3,3,5,6,7, , , ,1,5,1,2, , ,1,2,5, , , , ,1,2,3, , ,3, , , , , , , , , , ,3, , , , , ,7,1,2,3, , ,1,2,5, , ,2,3,4, , , , ,2,3,4, , , , 
490,2,2,2,9,1,4,2, , , , , ,1,8,1,2, , ,1,5,6, , , , ,1,4, , , ,3, , , , , , , , , , ,3,4,5, , , ,10,2,3,4, , ,1,2, , , ,1,2,4, , , , ,1,2,3, , , , 
185,1,3,3,6,1,1,1,2,3,4,5, ,1,10,1,5, , ,1,2,4,5, , , ,2,4, , , ,2, , , , , , , , , , ,3,4, , , , ,8,9, , , ,目前公司還不錯所以無焦慮感。,2, , , , ,4, , , , , , ,5, , , , , , 
250,1,3,3,5,3,1,4, , , , , ,1,8,1, , , ,1,6, , , , , ,2,3, , , ,3, , , , , , , , , , ,3, , , , , ,7,2, , , , ,3, , , , ,4,5, , , , , ,6, , , , , , 
264,1,2,3,2,2,1,1, , , , , ,2, , , , , ,4,6, , , , , ,2,3, , , ,3, , , , , , , , , , ,3, , , , , ,6,1, , , , ,1, , , , ,5, , , , , , ,4, , , , , , 
275,1,3,3,5,2,1,1, , , , , ,2, , , , , ,1,5,6, , , , ,2, , , , ,3, , , , , , , , , , ,3, , , , , ,7,5, , , , ,1,2, , , ,2,4, , , , , ,1,2,3, , , , 
554,1,2,1,10,3,1,1,2,6, , , ,2, , , , , ,2,3,6, , , , ,2,4,6, , ,4,3,4,6, , , ,1, , , ,3,4,5, , , ,4,1,2,4, , ,1,2,3, , ,1,2,5, , , , ,1,2,4, , , , 
647,1,3,3,11,3,1,2,3, , , , ,1,5,6, , ,換工作環境,2,3, , , , , ,2,4, , , ,3, , , , , , , , , , ,3,4, , , , ,5,1, , , , ,2,4,5, , ,2,4, , , , , ,1,3, , , , , 
708,1,3,3,15,3,1,10, , , , ,沒有,2, , , , , ,1,6, , , , , ,2,5, , , ,4,1, , , , , ,2, , , ,3,4, , , , ,3,1, , , , ,3,4, , , ,1, , , , , , ,2,3, , , , , 
741,1,2,1,18,3,1,4, , , , , ,1,9,7, , ,沒有,5,6, , , , , ,2, , , , ,4,1,4, , , , ,2,7, ,運動,3, , , , , ,3,3, , , , ,2, , , , ,1,2, , , , , ,1, , , , , , 
800,1,2,3,16,2,1,1,2,4, , , ,1,9,1, , , ,2,4,6, , , , ,2,4,6, , ,4,1,4, , , , ,1,5, , ,3, , , , , ,6,3, , , , ,2, , , , ,1,4,7, , , , ,1,2,3,4,5,6, 
1012,1,3,4,11,3,1,2,4,7, , , ,1,8,1,4,5, ,1,2,4, , , , ,2,5, , , ,3, , , , , , , , , , ,3,5, , , , ,6,1,3, , , ,1,2, , , ,1,2,6, , , , ,2,3,4, , , , 
29,1,2,3,18,2,2,7, , , , , ,1,8,2, , , ,1,2,4, , , , ,2,3, , , ,4,1,5,7, , , ,1,2,4, ,3, , , , , ,7,3, , , , ,1,2,4, , ,1,2,4, , , , ,1,2,3, , , , 
